""," Date "," Package "," Title "
"4953","2016-03-31","calACS","Calculations for All Common Subsequences"
"4954","2016-03-31","collUtils","Auxiliary Package for Package 'CollapsABEL'"
"4955","2016-03-31","doBy","Groupwise Statistics, LSmeans, Linear Contrasts, Utilities"
"4956","2016-03-31","IntClust","Integrated Data Analysis via Clustering"
"4957","2016-03-31","processcontrol","Statistical Process Control Charts"
"4958","2016-03-31","RObsDat","Data Management for Hydrology and Beyond Using the Observations
Data Model"
"4959","2016-03-31","RPANDA","Phylogenetic ANalyses of DiversificAtion"
"4960","2016-03-30","bdpopt","Optimisation of Bayesian Decision Problems"
"4961","2016-03-30","BrailleR","Improved Access for Blind Users"
"4962","2016-03-30","breakaway","Species Richness Estimation and Modeling"
"4963","2016-03-30","EDISON","Network Reconstruction and Changepoint Detection"
"4964","2016-03-30","FMsmsnReg","Regression Models with Finite Mixtures of Skew Heavy-Tailed
Errors"
"4965","2016-03-30","ForeCA","Forecastable Component Analysis"
"4966","2016-03-30","GOplot","Visualization of Functional Analysis Data"
"4967","2016-03-30","gplots","Various R Programming Tools for Plotting Data"
"4968","2016-03-30","pacman","Package Management Tool"
"4969","2016-03-30","qvcalc","Quasi Variances for Factor Effects in Statistical Models"
"4970","2016-03-30","relimp","Relative Contribution of Effects in a Regression Model"
"4971","2016-03-30","setter","Mutators that Work with Pipes"
"4972","2016-03-30","TDboost","A Boosted Tweedie Compound Poisson Model"
"4973","2016-03-30","tdROC","Nonparametric Estimation of Time-Dependent ROC Curve from Right
Censored Survival Data"
"4974","2016-03-29","CrossClustering","A Partial Clustering Algorithm with Automatic Estimation of the
Number of Clusters and Identification of Outliers"
"4975","2016-03-29","curlconverter","Tools to Transform 'cURL' Command-Line Calls to 'httr' Requests"
"4976","2016-03-29","densratio","Density Ratio Estimation"
"4977","2016-03-29","ergm.count","Fit, Simulate and Diagnose Exponential-Family Models for
Networks with Count Edges"
"4978","2016-03-29","growthcurver","Simple Metrics to Summarize Growth Curves"
"4979","2016-03-29","gsbDesign","Group Sequential Bayes Design"
"4980","2016-03-29","HardyWeinberg","Statistical Tests and Graphics for Hardy-Weinberg Equilibrium"
"4981","2016-03-29","imguR","An Imgur.com API Client Package"
"4982","2016-03-29","LambertW","Probabilistic Models to Analyze and Gaussianize Heavy-Tailed,
Skewed Data"
"4983","2016-03-29","randomcoloR","Generate Attractive Random Colors"
"4984","2016-03-29","randstr","Generate Random Strings"
"4985","2016-03-29","RNewsflow","Tools for Analyzing Content Homogeneity and News Diffusion using
Computational Text Analysis"
"4986","2016-03-29","robustETM","Robust Methods using Exponential Tilt Model"
"4987","2016-03-29","svmadmm","Linear/Nonlinear SVM Classification Solver Based on ADMM and
IADMM Algorithms"
"4988","2016-03-29","tttplot","Time to Target Plot"
"4989","2016-03-28","bigmemory","Manage Massive Matrices with Shared Memory and Memory-Mapped
Files"
"4990","2016-03-28","EffectLiteR","Average and Conditional Effects"
"4991","2016-03-28","ExpDE","Modular Differential Evolution for Experimenting with Operators"
"4992","2016-03-28","Greg","Regression Helper Functions"
"4993","2016-03-28","needs","Attaches and Installs Packages"
"4994","2016-03-28","NPC","Nonparametric Combination of Hypothesis Tests"
"4995","2016-03-28","quantspec","Quantile-Based Spectral Analysis of Time Series"
"4996","2016-03-28","rappdirs","Application Directories: Determine Where to Save Data, Caches,
and Logs"
"4997","2016-03-28","readxl","Read Excel Files"
"4998","2016-03-28","SmarterPoland","Tools for Accessing Various Datasets Developed by the Foundation
SmarterPoland.pl"
"4999","2016-03-28","tergm","Fit, Simulate and Diagnose Models for Network Evolution Based on
Exponential-Family Random Graph Models"
"5000","2016-03-27","RobPer","Robust Periodogram and Periodicity Detection Methods"
"5001","2016-03-27","Tariff","Replicate Tariff Method for Verbal Autopsy"
"5002","2016-03-26","betalink","Beta-Diversity of Species Interactions"
"5003","2016-03-26","HiveR","2D and 3D Hive Plots for R"
"5004","2016-03-26","kknn","Weighted k-Nearest Neighbors"
"5005","2016-03-26","NEpiC","Network Assisted Algorithm for Epigenetic Studies Using Mean and
Variance Combined Signals"
"5006","2016-03-26","optCluster","Determine Optimal Clustering Algorithm and Number of Clusters"
"5007","2016-03-26","seqtest","Sequential Triangular Test"
"5008","2016-03-26","sSDR","Tools Developed for Structured Sufficient Dimension Reduction
(sSDR)"
"5009","2016-03-26","tailDepFun","Minimum Distance Estimation of Tail Dependence Models"
"5010","2016-03-26","TotalCopheneticIndex","Total Cophenetic Index"
"5011","2016-03-26","ZillowR","R Interface to Zillow Real Estate and Mortgage Data API"
"5012","2016-03-25","aprof","Amdahl's Profiler, Directed Optimization Made Easy"
"5013","2016-03-25","censorcopula","Estimate Parameter of Bivariate Copula"
"5014","2016-03-25","DataClean","Data Cleaning"
"5015","2016-03-25","ggnetwork","Geometries to Plot Networks with 'ggplot2'"
"5016","2016-03-25","mcmcse","Monte Carlo Standard Errors for MCMC"
"5017","2016-03-25","missMDA","Handling Missing Values with Multivariate Data Analysis"
"5018","2016-03-25","Newdistns","Computes Pdf, Cdf, Quantile and Random Numbers, Measures of
Inference for 19 General Families of Distributions"
"5019","2016-03-25","nima","Nima Hejazi's Miscellaneous R Code"
"5020","2016-03-25","nlWaldTest","Wald Test of Nonlinear Restrictions and Nonlinear CI"
"5021","2016-03-25","SixSigma","Six Sigma Tools for Quality Control and Improvement"
"5022","2016-03-25","tsna","Tools for Temporal Social Network Analysis"
"5023","2016-03-24","DNAseqtest","Generating and Testing DNA Sequences"
"5024","2016-03-24","DOBAD","Analysis of Discretely Observed Linear
Birth-and-Death(-and-Immigration) Markov Chains"
"5025","2016-03-24","kza","Kolmogorov-Zurbenko Adaptive Filters"
"5026","2016-03-24","rollply","Moving-Window Add-on for 'plyr'"
"5027","2016-03-24","wkb","Convert Between Spatial Objects and Well-Known Binary Geometry"
"5028","2016-03-23","directPA","Direction Analysis for Pathways and Kinases"
"5029","2016-03-23","ffbase","Basic Statistical Functions for Package 'ff'"
"5030","2016-03-23","permubiome","A Permutation Based Test for Biomarker Discovery in Microbiome
Data"
"5031","2016-03-23","rebird","R Client for the eBird Database of Bird Observations"
"5032","2016-03-23","WrightMap","IRT Item-Person Map with 'ConQuest' Integration"
"5033","2016-03-22","clere","Simultaneous Variables Clustering and Regression"
"5034","2016-03-22","MGGM","Structural Pursuit Over Multiple Undirected Graphs"
"5035","2016-03-22","password","Create Random Passwords"
"5036","2016-03-22","sparseSVM","Solution Paths of Sparse Linear Support Vector Machine with
Lasso or ELastic-Net Regularization"
"5037","2016-03-22","vegalite","Tools to Encode Visualizations with the 'Grammar of
Graphics'-Like 'Vega-Lite' 'Spec'"
"5038","2016-03-21","getMet","Get Meteorological Data for Hydrologic Models"
"5039","2016-03-21","hdi","High-Dimensional Inference"
"5040","2016-03-21","htmltools","Tools for HTML"
"5041","2016-03-21","lira","LInear Regression in Astronomy"
"5042","2016-03-21","MonetDB.R","Connect MonetDB to R"
"5043","2016-03-21","TTR","Technical Trading Rules"
"5044","2016-03-21","TwoStepCLogit","Conditional Logistic Regression: A Two-Step Estimation Method"
"5045","2016-03-21","VSE","Variant Set Enrichment"
"5046","2016-03-20","TideCurves","Analysis and Prediction of Tides"
"5047","2016-03-20","wikipediatrend","Public Subject Attention via Wikipedia Page View Statistics"
"5048","2016-03-19","commentr","Print Nicely Formatted Comments for Use in Script Files"
"5049","2016-03-19","edgebundleR","Circle Plot with Bundled Edges"
"5050","2016-03-19","EMMAgeo","End-Member Modelling of Grain-Size Data"
"5051","2016-03-19","gSeg","Graph-Based Change-Point Detection (g-Segmentation)"
"5052","2016-03-19","interpretR","Binary Classifier and Regression Model Interpretation Functions"
"5053","2016-03-19","KScorrect","Lilliefors-Corrected Kolmogorov-Smirnoff Goodness-of-Fit Tests"
"5054","2016-03-19","rfml","MarkLogic NoSQL Database Server in-Database Analytics for R"
"5055","2016-03-19","Rfmtool","Fuzzy Measure Tools for R"
"5056","2016-03-19","sitmo","Parallel Pseudo Random Number Generator (PPRNG) 'sitmo' Header
Files"
"5057","2016-03-19","vitality","Fitting Routines for the Vitality Family of Mortality Models"
"5058","2016-03-18","acs","Download, Manipulate, and Present American Community Survey and
Decennial Data from the US Census"
"5059","2016-03-18","ecb","Programmatic Access to the European Central Bank's Statistical
Data Warehouse (SDW)"
"5060","2016-03-18","hyphenatr","Tools to Hyphenate Strings Using the 'Hunspell' Hyphenation
Library"
"5061","2016-03-18","MiSPU","Microbiome Based Sum of Powered Score (MiSPU) Tests"
"5062","2016-03-18","Pasha","Preprocessing of Aligned Sequences from HTS Analyses"
"5063","2016-03-18","QRM","Provides R-Language Code to Examine Quantitative Risk Management
Concepts"
"5064","2016-03-18","rechonest","R Interface to Echo Nest API"
"5065","2016-03-18","selection","Correcting Biased Estimates Under Selection"
"5066","2016-03-18","traits","Species Trait Data from Around the Web"
"5067","2016-03-18","vottrans","Voter Transition Analysis"
"5068","2016-03-17","bdscale","Remove Weekends and Holidays from ggplot2 Axes"
"5069","2016-03-17","bssn","Birnbaum-Saunders Model Based on Skew-Normal Distribution"
"5070","2016-03-17","eyetrackingR","Eye-Tracking Data Analysis"
"5071","2016-03-17","glmnet","Lasso and Elastic-Net Regularized Generalized Linear Models"
"5072","2016-03-17","housingData","U.S. Housing Data from 2008 to 2016"
"5073","2016-03-17","OTUtable","North Temperate Lakes - Microbial Observatory 16S Time Series
Data and Functions"
"5074","2016-03-17","RFgroove","Importance Measure and Selection for Groups of Variables with
Random Forests"
"5075","2016-03-17","Rlibeemd","Ensemble Empirical Mode Decomposition (EEMD) and Its Complete
Variant (CEEMDAN)"
"5076","2016-03-17","rscimark","SciMark 2.0 Benchmark for Scientific and Numerical Computing"
"5077","2016-03-17","RSMET","Get Real-Time Meteorological Data in SMET Format"
"5078","2016-03-17","tsPI","Improved Prediction Intervals for ARIMA Processes and Structural
Time Series"
"5079","2016-03-17","TwoPhaseInd","Estimate Gene-Treatment Interaction Exploiting Randomization"
"5080","2016-03-17","WaterML","Fetch and Analyze Data from 'WaterML' and 'WaterOneFlow' Web
Services"
"5081","2016-03-16","bayesGDS","Scalable Rejection Sampling for Bayesian Hierarchical Models"
"5082","2016-03-16","dendrometeR","Analyzing Dendrometer Data"
"5083","2016-03-16","edgeCorr","Spatial Edge Correction"
"5084","2016-03-16","qrjoint","Joint Estimation in Linear Quantile Regression"
"5085","2016-03-16","ROpenWeatherMap","R Interface to OpenWeatherMap API"
"5086","2016-03-16","SCGLR","Supervised Component Generalized Linear Regression"
"5087","2016-03-16","siplab","Spatial Individual-Plant Modelling"
"5088","2016-03-15","cati","Community Assembly by Traits: Individuals and Beyond"
"5089","2016-03-15","DEMOVA","DEvelopment (of Multi-Linear QSPR/QSAR) MOdels VAlidated using
Test Set"
"5090","2016-03-15","ftsa","Functional Time Series Analysis"
"5091","2016-03-15","minerva","Maximal Information-Based Nonparametric Exploration R Package
for Variable Analysis"
"5092","2016-03-15","NBDdirichlet","NBD-Dirichlet Model of Consumer Buying Behavior for Marketing
Research"
"5093","2016-03-15","NlcOptim","Solve Nonlinear Optimization with Nonlinear Constraints"
"5094","2016-03-15","questionr","Functions to Make Surveys Processing Easier"
"5095","2016-03-15","RADanalysis","Normalization and Study of Rank Abundance Distributions"
"5096","2016-03-15","rivr","Steady and Unsteady Open-Channel Flow Computation"
"5097","2016-03-15","spsann","Optimization of Sample Configurations using Spatial Simulated
Annealing"
"5098","2016-03-15","WGCNA","Weighted Correlation Network Analysis"
"5099","2016-03-14","curvHDR","Filtering of Flow Cytometry Samples"
"5100","2016-03-14","DandEFA","Dandelion Plot for R-Mode Exploratory Factor Analysis"
"5101","2016-03-14","growthrates","Estimate Growth Rates from Experimental Data"
"5102","2016-03-14","iWISA","Wavelet-Based Index of Storm Activity"
"5103","2016-03-14","logisticPCA","Binary Dimensionality Reduction"
"5104","2016-03-14","rdd","Regression Discontinuity Estimation"
"5105","2016-03-14","RMediation","Mediation Analysis Confidence Intervals"
"5106","2016-03-14","RODBCDBI","Provides Access to Databases Through the ODBC Interface"
"5107","2016-03-14","SharpeR","Statistical Significance of the Sharpe Ratio"
"5108","2016-03-14","shinyAce","Ace Editor Bindings for Shiny"
"5109","2016-03-14","x13binary","Provide the 'x13ashtml' Seasonal Adjustment Binary"
"5110","2016-03-13","glmmsr","Fit a Generalized Linear Mixed Model"
"5111","2016-03-13","pendensity","Density Estimation with a Penalized Mixture Approach"
"5112","2016-03-12","ChaosGame","Chaos Game"
"5113","2016-03-12","coarseDataTools","A Collection of Functions to Help with Analysis of Coarsely
Observed Data"
"5114","2016-03-12","cocron","Statistical Comparisons of Two or more Alpha Coefficients"
"5115","2016-03-12","dclone","Data Cloning and MCMC Tools for Maximum Likelihood Methods"
"5116","2016-03-12","dcmle","Hierarchical Models Made Easy with Data Cloning"
"5117","2016-03-12","efreadr","Read European Fluxes CSV Files"
"5118","2016-03-12","fermicatsR","Fermi Large Area Telescope Catalogs"
"5119","2016-03-12","lazysql","Lazy SQL Programming"
"5120","2016-03-12","mdsdt","Functions for Analysis of Data with General Recognition Theory"
"5121","2016-03-12","Pijavski","Global Univariate Minimization"
"5122","2016-03-12","PVAClone","Population Viability Analysis with Data Cloning"
"5123","2016-03-12","viridis","Default Color Maps from 'matplotlib'"
"5124","2016-03-12","viridisLite","Default Color Maps from 'matplotlib' (Lite Version)"
"5125","2016-03-11","Dowd","Functions Ported from 'MMR2' Toolbox Offered in Kevin Dowd's
Book Measuring Market Risk"
"5126","2016-03-11","dynamicTreeCut","Methods for Detection of Clusters in Hierarchical Clustering
Dendrograms"
"5127","2016-03-11","highriskzone","Determining and Evaluating High-Risk Zones"
"5128","2016-03-11","SASxport","Read and Write 'SAS' 'XPORT' Files"
"5129","2016-03-11","spray","Sparse Arrays and Multivariate Polynomials"
"5130","2016-03-11","survPresmooth","Presmoothed Estimation in Survival Analysis"
"5131","2016-03-10","ACA","Abrupt Change-Point or Aberration Detection in Point Series"
"5132","2016-03-10","DCODE","List Linear n-Peptide Constraints for Overlapping Protein
Regions"
"5133","2016-03-10","GeNetIt","Spatial Graph-Theoretic Genetic Gravity Modelling"
"5134","2016-03-10","ngramrr","A Simple General Purpose N-Gram Tokenizer"
"5135","2016-03-10","nnlasso","Non-Negative Lasso and Elastic Net Penalized Generalized Linear
Models"
"5136","2016-03-10","osd","Orthogonal Signal Deconvolution for Spectra Deconvolution in
GC-MS and GCxGC-MS Data"
"5137","2016-03-10","rARPACK","Solvers for Large Scale Eigenvalue and SVD Problems"
"5138","2016-03-10","sparr","SPAtial Relative Risk"
"5139","2016-03-10","sparsereg","Sparse Bayesian Models for Regression, Subgroup Analysis, and
Panel Data"
"5140","2016-03-10","tsintermittent","Intermittent Time Series Forecasting"
"5141","2016-03-09","BBEST","Bayesian Estimation of Incoherent Neutron Scattering Backgrounds"
"5142","2016-03-09","Blossom","Statistical Comparisons with Distance-Function Based Permutation
Tests"
"5143","2016-03-09","carcass","Estimation of the Number of Fatalities from Carcass Searches"
"5144","2016-03-09","carx","Censored Autoregressive Model with Exogenous Covariates"
"5145","2016-03-09","digitalPCR","Estimate Copy Number for Digital PCR"
"5146","2016-03-09","FCNN4R","Fast Compressed Neural Networks for R"
"5147","2016-03-09","glcm","Calculate Textures from Grey-Level Co-Occurrence Matrices
(GLCMs)"
"5148","2016-03-09","NIPTeR","Fast and Accurate Trisomy Prediction in Non-Invasive Prenatal
Testing"
"5149","2016-03-09","psbcGroup","Penalized Parametric and Semiparametric Bayesian Survival Models
with Shrinkage and Grouping Priors"
"5150","2016-03-09","regsel","Variable Selection and Regression"
"5151","2016-03-09","rglobi","R Interface to Global Biotic Interactions"
"5152","2016-03-09","shrink","Global, Parameterwise and Joint Shrinkage Factor Estimation"
"5153","2016-03-08","archiDART","Plant Root System Architecture Analysis Using DART and RSML
Files"
"5154","2016-03-08","braidrm","Fitting Dose Response with the BRAID Combined Action Model"
"5155","2016-03-08","cjoint","AMCE Estimator for Conjoint Experiments"
"5156","2016-03-08","mbest","Moment-Based Estimation for Hierarchical Models"
"5157","2016-03-08","OmicKriging","Poly-Omic Prediction of Complex TRaits"
"5158","2016-03-08","ProbitSpatial","Probit with Spatial Dependence, SAR and SEM Models"
"5159","2016-03-08","scrubr","Clean Biological Occurrence Records"
"5160","2016-03-08","WufooR","R Wrapper for the 'Wufoo.com' - The Form Building Service"
"5161","2016-03-07","capm","Companion Animal Population Management"
"5162","2016-03-07","ccaPP","(Robust) Canonical Correlation Analysis via Projection Pursuit"
"5163","2016-03-07","ComICS","Computational Methods for Immune Cell-Type Subsets"
"5164","2016-03-07","conformal","Conformal Prediction for Regression and Classification"
"5165","2016-03-07","dpmr","Data Package Manager for R"
"5166","2016-03-07","lmms","Linear Mixed Effect Model Splines for Modelling and Analysis of
Time Course Data"
"5167","2016-03-07","modes","Find the Modes and Assess the Modality of Complex and Mixture
Distributions, Especially with Big Datasets"
"5168","2016-03-07","vqtl","Genome Scans to Accommodate and Target Genetic and Non-Genetic
Effects on Trait Variance"
"5169","2016-03-06","deldir","Delaunay Triangulation and Dirichlet (Voronoi) Tessellation"
"5170","2016-03-06","jrich","Jack-Knife Support for Evolutionary Distinctiveness Indices I
and W"
"5171","2016-03-06","toOrdinal","Function for Converting Cardinal to Ordinal Numbers by Adding a
Language Specific Ordinal Indicator to the Number"
"5172","2016-03-05","kmlShape","K-Means for Longitudinal Data using Shape-Respecting Distance"
"5173","2016-03-05","palinsol","Insolation for Palaeoclimate Studies"
"5174","2016-03-04","cdom","R Functions to Model CDOM Spectra"
"5175","2016-03-04","ggraptR","Allows Interactive Visualization of Data Through a Web Browser
GUI"
"5176","2016-03-04","hda","Heteroscedastic Discriminant Analysis"
"5177","2016-03-04","HMP","Hypothesis Testing and Power Calculations for Comparing
Metagenomic Samples from HMP"
"5178","2016-03-04","Mondrian","A Simple Graphical Representation of the Relative Occurrence and
Co-Occurrence of Events"
"5179","2016-03-04","nets","Network Estimation for Time Series"
"5180","2016-03-04","nlmrt","Functions for Nonlinear Least Squares Solutions"
"5181","2016-03-04","PBD","Protracted Birth-Death Model of Diversification"
"5182","2016-03-04","resemble","Regression and Similarity Evaluation for Memory-Based Learning
in Spectral Chemometrics"
"5183","2016-03-03","asdreader","Reading ASD Binary Files in R"
"5184","2016-03-03","detect","Analyzing Wildlife Data with Detection Error"
"5185","2016-03-03","karaoke","Remove Vocals from a Song"
"5186","2016-03-03","lettercase","Utilities for Formatting Strings with Consistent Capitalization,
Word Breaks and White Space"
"5187","2016-03-03","lordif","Logistic Ordinal Regression Differential Item Functioning using
IRT"
"5188","2016-03-03","ProteinDescriptors","Generates Various Protein Descriptors for Machine Learning
Algorithms"
"5189","2016-03-03","RGraphics","Data and Functions from the Book R Graphics, Second Edition"
"5190","2016-03-03","sadists","Some Additional Distributions"
"5191","2016-03-03","signalHsmm","Predict Presence of Signal Peptides"
"5192","2016-03-03","wrswoR","Weighted Random Sampling without Replacement"
"5193","2016-03-02","dHSIC","Independence Testing via Hilbert Schmidt Independence Criterion"
"5194","2016-03-02","GAMens","Applies GAMbag, GAMrsm and GAMens Ensemble Classifiers for
Binary Classification"
"5195","2016-03-02","lxb","Fast LXB File Reader"
"5196","2016-03-02","MANCIE","Matrix Analysis and Normalization by Concordant Information
Enhancement"
"5197","2016-03-02","modQR","Multiple-Output Directional Quantile Regression"
"5198","2016-03-02","pems.utils","Portable Emissions (and Other Mobile) Measurement System
Utilities"
"5199","2016-03-02","Rearrangement","Monotonize Point and Interval Functional Estimates by
Rearrangement"
"5200","2016-03-02","simpleRCache","Simple R Cache"
"5201","2016-03-02","spiders","Fits Predator Preferences Model"
"5202","2016-03-02","uniqueAtomMat","Finding Unique or Duplicated Rows or Columns for Atomic Matrices"
"5203","2016-03-01","biomod2","Ensemble Platform for Species Distribution Modeling"
"5204","2016-03-01","cymruservices","Query 'Team Cymru' 'IP' Address, Autonomous System Number
('ASN'), Border Gateway Protocol ('BGP'), Bogon and 'Malware'
Hash Data Services"
"5205","2016-03-01","loa","Lattice Options and Add-Ins"
"5206","2016-03-01","OTRselect","Variable Selection for Optimal Treatment Decision"
"5207","2016-03-01","RCurl","General Network (HTTP/FTP/...) Client Interface for R"
"5208","2016-02-29","cocorresp","Co-Correspondence Analysis Methods"
"5209","2016-02-29","gridExtra","Miscellaneous Functions for ""Grid"" Graphics"
"5210","2016-02-29","LRTH","A Likelihood Ratio Test Accounting for Genetic Heterogeneity"
"5211","2016-02-29","pequod","Moderated Regression Package"
"5212","2016-02-29","planar","Multilayer Optics"
"5213","2016-02-29","PWD","Time Series Regression Using the Power Weighted Densities (PWD)
Approach"
"5214","2016-02-29","RCA","Relational Class Analysis"
"5215","2016-02-29","RFmarkerDetector","Multivariate Analysis of Metabolomics Data using Random Forests"
"5216","2016-02-29","RYandexTranslate","R Interface to Yandex Translate API"
"5217","2016-02-29","schumaker","Schumaker Shape-Preserving Spline"
"5218","2016-02-29","spikeSlabGAM","Bayesian Variable Selection and Model Choice for Generalized
Additive Mixed Models"
"5219","2016-02-29","tmpm","Trauma Mortality Prediction Model"
"5220","2016-02-29","Weighted.Desc.Stat","Weighted Descriptive Statistics"
"5221","2016-02-28","analogue","Analogue and Weighted Averaging Methods for Palaeoecology"
"5222","2016-02-28","COUSCOus","A Residue-Residue Contact Detecting Method"
"5223","2016-02-28","fastAdaboost","a Fast Implementation of Adaboost"
"5224","2016-02-28","RcmdrPlugin.GWRM","R Commander Plug-in for Fitting Generalized Waring Regression
Models"
"5225","2016-02-28","TestScorer","GUI for Entering Test Items and Obtaining Raw and Transformed
Scores"
"5226","2016-02-28","varian","Variability Analysis in R"
"5227","2016-02-27","bartMachineJARs","bartMachine JARs"
"5228","2016-02-27","BKPC","Bayesian Kernel Projection Classifier"
"5229","2016-02-27","bnnSurvival","Bagged k-Nearest Neighbors Survival Prediction"
"5230","2016-02-27","repolr","Repeated Measures Proportional Odds Logistic Regression"
"5231","2016-02-26","gtable","Arrange 'Grobs' in Tables"
"5232","2016-02-26","MRH","Multi-Resolution Estimation of the Hazard Rate"
"5233","2016-02-26","TriMatch","Propensity Score Matching of Non-Binary Treatments"
"5234","2016-02-25","apt","Asymmetric Price Transmission"
"5235","2016-02-25","CryptRndTest","Statistical Tests for Cryptographic Randomness"
"5236","2016-02-25","erer","Empirical Research in Economics with R"
"5237","2016-02-25","Evomorph","Evolutionary Morphometric Simulation"
"5238","2016-02-25","livechatR","R Wrapper for LiveChat REST API"
"5239","2016-02-25","luzlogr","Lightweight Logging for R Scripts"
"5240","2016-02-25","MM2S","Single-Sample Classifier of Medulloblastoma Subtypes for
Medulloblastoma Patient Samples, Mouse Models, and Cell Lines"
"5241","2016-02-25","PBImisc","A Set of Datasets Used in My Classes or in the Book 'Modele
Liniowe i Mieszane w R, Wraz z Przykladami w Analizie Danych'"
"5242","2016-02-25","perARMA","Periodic Time Series Analysis"
"5243","2016-02-25","qqtest","Self Calibrating Quantile-Quantile Plots for Visual Testing"
"5244","2016-02-25","rockchalk","Regression Estimation and Presentation"
"5245","2016-02-25","vcdExtra","'vcd' Extensions and Additions"
"5246","2016-02-25","WACS","Multivariate Weather-State Approach Conditionally Skew-Normal
Generator"
"5247","2016-02-25","wfg","Weighted Fast Greedy Algorithm"
"5248","2016-02-24","apcluster","Affinity Propagation Clustering"
"5249","2016-02-24","CONDOP","Condition-Dependent Operon Predictions"
"5250","2016-02-24","GiRaF","Gibbs Random Fields Analysis"
"5251","2016-02-24","iClick","A Button-Based GUI for Financial and Economic Data Analysis"
"5252","2016-02-24","IntegratedJM","Joint Modelling of the Gene-Expression and Bioassay Data, Taking
Care of the Effect Due to a Fingerprint Feature"
"5253","2016-02-24","qualityTools","Statistical Methods for Quality Science"
"5254","2016-02-23","boot","Bootstrap Functions (Originally by Angelo Canty for S)"
"5255","2016-02-23","d3heatmap","Interactive Heat Maps Using 'htmlwidgets' and 'D3.js'"
"5256","2016-02-23","DetR","Suite of Deterministic and Robust Algorithms for Linear
Regression"
"5257","2016-02-23","gmeta","Meta-Analysis via a Unified Framework of Confidence Distribution"
"5258","2016-02-23","linERR","Linear Excess Relative Risk Model"
"5259","2016-02-23","permGPU","Using GPUs in Statistical Genomics"
"5260","2016-02-23","prevR","Estimating Regional Trends of a Prevalence from a DHS"
"5261","2016-02-23","scs","Splitting Conic Solver"
"5262","2016-02-23","sensory","Simultaneous Model-Based Clustering and Imputation via a
Progressive Expectation-Maximization Algorithm"
"5263","2016-02-23","sfsmisc","Utilities from ""Seminar fuer Statistik"" ETH Zurich"
"5264","2016-02-23","WikiSocio","A MediaWiki API Wrapper"
"5265","2016-02-22","depmix","Dependent Mixture Models"
"5266","2016-02-22","Lmoments","L-Moments and Quantile Mixtures"
"5267","2016-02-22","lrequire","Sources an R ""Module"" with Caching & Encapsulation, Returning
Exported Vars"
"5268","2016-02-22","MuViCP","MultiClass Visualizable Classification using Combination of
Projections"
"5269","2016-02-22","RSA","Response Surface Analysis"
"5270","2016-02-22","spnet","Plotting (Social) Networks on Maps"
"5271","2016-02-22","sprm","Sparse and Non-Sparse Partial Robust M Regression and
Classification"
"5272","2016-02-21","babynames","US Baby Names 1880-2014"
"5273","2016-02-21","ChannelAttributionApp","Shiny Web Application for the Multichannel Attribution Problem"
"5274","2016-02-21","epinet","Epidemic/Network-Related Tools"
"5275","2016-02-21","md","Selecting Bandwidth for Kernel Density Estimator with Minimum
Distance Method"
"5276","2016-02-21","mptools","RAMAS Metapop Tools"
"5277","2016-02-21","RNetCDF","Interface to NetCDF Datasets"
"5278","2016-02-21","vudc","Visualization of Univariate Data for Comparison"
"5279","2016-02-20","multiway","Component Models for Multi-Way Data"
"5280","2016-02-20","rcbsubset","Optimal Subset Matching with Refined Covariate Balance"
"5281","2016-02-19","clttools","Central Limit Theorem Experiments (Theoretical and Simulation)"
"5282","2016-02-19","geoaxe","Split 'Geospatial' Objects into Pieces"
"5283","2016-02-19","inegiR","Integrate INEGI’s (Mexican Stats Office) API with R"
"5284","2016-02-19","rem","Relational Event Models (REM)"
"5285","2016-02-19","rfisheries","'Programmatic Interface to the 'openfisheries.org' API'"
"5286","2016-02-19","rjags","Bayesian Graphical Models using MCMC"
"5287","2016-02-19","variables","Variable Descriptions"
"5288","2016-02-18","biganalytics","Utilities for 'big.matrix' Objects from Package 'bigmemory'"
"5289","2016-02-18","bigtabulate","Table, Apply, and Split Functionality for Matrix and
'big.matrix' Objects"
"5290","2016-02-18","Familias","Probabilities for Pedigrees Given DNA Data"
"5291","2016-02-18","microbats","An Implementation of Bat Algorithm in R"
"5292","2016-02-18","minimap","Create Tile Grid Maps"
"5293","2016-02-18","openNLP","Apache OpenNLP Tools Interface"
"5294","2016-02-17","calibrar","Automated Parameter Estimation for Complex (Ecological) Models"
"5295","2016-02-17","GGEBiplotGUI","Interactive GGE Biplots in R"
"5296","2016-02-17","Libra","Linearized Bregman Algorithms for Generalized Linear Models"
"5297","2016-02-17","LLSR","Data Analysis of Liquid-Liquid Systems"
"5298","2016-02-17","MGLM","Multivariate Response Generalized Linear Models"
"5299","2016-02-17","ncappc","NCA Calculation and Population PK Model Diagnosis"
"5300","2016-02-17","scenario","Construct Reduced Trees with Predefined Nodal Structures"
"5301","2016-02-17","SSDM","Stacked Species Distribution Modelling"
"5302","2016-02-17","synchronicity","Boost Mutex Functionality in R"
"5303","2016-02-17","TauStar","Efficient Computation and Testing of the Bergsma-Dassios Sign
Covariance"
"5304","2016-02-17","VisuClust","Visualisation of Clusters in Multivariate Data"
"5305","2016-02-16","designGLMM","Finding Optimal Block Designs for a Generalised Linear Mixed
Model"
"5306","2016-02-16","kml","K-Means for Longitudinal Data"
"5307","2016-02-16","kml3d","K-Means for Joint Longitudinal Data"
